,Rank,Name,URL
3,4,Use of Isotopically Labelled Substrates Reveals Kinetic Differences Between Human and Bacterial Serine Palmitoyltransferase,https://www.research.ed.ac.uk/en/datasets/use-of-isotopically-labelled-substrates-reveals-kinetic-differenc
4,5,Using the pimeloyl-CoA synthetase adenylation fold to synthesise fatty acid thioesters,https://www.research.ed.ac.uk/en/datasets/using-the-pimeloyl-coa-synthetase-adenylation-fold-to-synthesise-
5,6,Long range electronic phase separation in CaFe3O5,https://www.research.ed.ac.uk/en/datasets/long-range-electronic-phase-separation-in-cafe3o5
6,7,Mn2FeReO6 Angew Chem 2015 ﻿,https://www.research.ed.ac.uk/en/datasets/mn2fereo6-angew-chem-2015
7,8,"Data set for ""Automated Wafer-Level Characterisation of Electrochemical Test Structures for Wafer Scanning""",https://www.research.ed.ac.uk/en/datasets/data-set-for-automated-wafer-level-characterisation-of-electroche
8,9,Data for Angle-resolved Photoelectron Spectroscopy and Scanning Tunnel Spectroscopy Studies of the Endohedral Fullerene Li@C60,https://www.research.ed.ac.uk/en/datasets/data-for-angle-resolved-photoelectron-spectroscopy-and-scanning-t
9,10,Structural study of the pressure-induced metal-insulator transition in LiV2O4,https://www.research.ed.ac.uk/en/datasets/structural-study-of-the-pressure-induced-metal-insulator-transiti
10,11,Preparation of iron(IV) nitridoferrate Ca4FeN4 through azide-mediated oxidation under high-pressure conditions,https://www.research.ed.ac.uk/en/datasets/preparation-of-ironiv-nitridoferrate-ca4fen4-through-azide-mediat
11,12,Double double to double perovskite transformations in quaternary manganese oxides,https://www.research.ed.ac.uk/en/datasets/double-double-to-double-perovskite-transformations-in-quaternary-
12,13,Thermodynamics of the Stockmayer fluid in an applied field ﻿,https://www.research.ed.ac.uk/en/datasets/thermodynamics-of-the-stockmayer-fluid-in-an-applied-field
13,14,Regulation of mRNA Levels by Suicidal Introns that Induce Nuclear Decay,https://www.research.ed.ac.uk/en/datasets/regulation-of-mrna-levels-by-suicidal-introns-that-induce-nuclear
14,15,High density multielectrode array recordings from the neonatal mouse retina,https://www.research.ed.ac.uk/en/datasets/high-density-multielectrode-array-recordings-from-the-neonatal-mo
15,16,"A bend, flip and trap mechanism for transposon integration",https://www.research.ed.ac.uk/en/datasets/a-bend-flip-and-trap-mechanism-for-transposon-integration
16,17,Comparative profiling of murine CLN1 Thalamus and Cortex at early and late disease timepoints,https://www.research.ed.ac.uk/en/datasets/comparative-profiling-of-murine-cln1-thalamus-and-cortex-at-early
17,18,Signatures of introgression across the allele frequency spectrum,https://www.research.ed.ac.uk/en/datasets/signatures-of-introgression-across-the-allele-frequency-spectrum
18,19,Whole blood mRNA expression profiling of host molecular networks in neonatal sepsis,https://www.research.ed.ac.uk/en/datasets/whole-blood-mrna-expression-profiling-of-host-molecular-networks-
19,20,"Inferring time derivatives, including cell growth rates, using Gaussian processes",https://www.research.ed.ac.uk/en/datasets/inferring-time-derivatives-including-cell-growth-rates-using-gaus
20,21,Experimental tidal turbine model external geometry CAD files and measurements data of tank tests carried out with that turbine model,https://www.research.ed.ac.uk/en/datasets/experimental-tidal-turbine-model-external-geometry-cad-files-and-
21,22,Genome-wide p-values of nine multivariate IgG glycan GWAS,https://www.research.ed.ac.uk/en/datasets/genome-wide-p-values-of-nine-multivariate-igg-glycan-gwas
22,23,Strategic use of (un)certainty expressions,https://www.research.ed.ac.uk/en/datasets/strategic-use-of-uncertainty-expressions
23,24,"Lion range changes through the late Quaternary, modelled using Global Environmental Stratification",https://www.research.ed.ac.uk/en/datasets/lion-range-changes-through-the-late-quaternary-modelled-using-glo
24,25,scRNA transcription profile of adult zebrafish podocytes,https://www.research.ed.ac.uk/en/datasets/scrna-transcription-profile-of-adult-zebrafish-podocytes
0,1,Constant-Modulus Shaped Beam Synthesis via Convex Relaxation,https://www.research.ed.ac.uk/en/datasets/constant-modulus-shaped-beam-synthesis-via-convex-relaxation
1,2,Mechanical stability of surface nanobubbles,https://www.research.ed.ac.uk/en/datasets/mechanical-stability-of-surface-nanobubbles
2,3,Blended learning for primary care physicians on chronic obstructive pulmonary disease (COPD): A feasibility study in Bangladesh,https://www.research.ed.ac.uk/en/datasets/blended-learning-for-primary-care-physicians-on-chronic-obstructi-2
3,4,"Additional files for 'Genomic insights into the biosynthesis and physiology of the cyanobacterial neurotoxin 3-N-methyl-2,3-diaminopropanoic acid (BMAA)'",https://www.research.ed.ac.uk/en/datasets/additional-files-for-genomic-insights-into-the-biosynthesis-and-p-2
4,5,Methane scattering on porous kerogen surfaces and its impact on mesopore transport in shale,https://www.research.ed.ac.uk/en/datasets/methane-scattering-on-porous-kerogen-surfaces-and-its-impact-on-m
5,6,Macropinocyosis filopodia,https://www.research.ed.ac.uk/en/datasets/macropinocyosis-filopodia
6,7,LIMO EEG v1.5,https://www.research.ed.ac.uk/en/datasets/limo-eeg-v15
7,8,Wave packet dynamics in the optimal superadiabatic approximation - Data,https://www.research.ed.ac.uk/en/datasets/wave-packet-dynamics-in-the-optimal-superadiabatic-approximation-
8,9,Wave packet dynamics in the optimal superadiabatic approximation - Matlab code,https://www.research.ed.ac.uk/en/datasets/wave-packet-dynamics-in-the-optimal-superadiabatic-approximation--2
9,10,PyOmeroUpload: A Python toolkit for uploading images and metadata to OMERO,https://www.research.ed.ac.uk/en/datasets/pyomeroupload-a-python-toolkit-for-uploading-images-and-metadata-
10,11,Real-time tracking of complex ubiquitination cascades using a fluorescent confocal on-bead assay,https://www.research.ed.ac.uk/en/datasets/real-time-tracking-of-complex-ubiquitination-cascades-using-a-flu
11,12,"Dataset for ""BIMODAL FLUOROGENIC SENSING OF MATRIX PROTEOLYTIC SIGNATURES""",https://www.research.ed.ac.uk/en/datasets/dataset-for-bimodal-fluorogenic-sensing-of-matrix-proteolytic-sig
12,13,Painting with bacteria: Smart templated self assembly using motile bacteria,https://www.research.ed.ac.uk/en/datasets/painting-with-bacteria-smart-templated-self-assembly-using-motile
13,14,Phase 2: The views and experiences of people with limited health literacy and asthma on managing their condition: a qualitative study,https://www.research.ed.ac.uk/en/datasets/phase-2-the-views-and-experiences-of-people-with-limited-health-l
14,15,Connectomic analysis of the mouse fourth deep lumbrical muscle connectome,https://www.research.ed.ac.uk/en/datasets/connectomic-analysis-of-the-mouse-fourth-deep-lumbrical-muscle-co
15,16,An international survey of parental attitudes to technology use by their autistic children at home,https://www.research.ed.ac.uk/en/datasets/an-international-survey-of-parental-attitudes-to-technology-use-b
16,17,Stochastic bacterial population dynamics restrict the establishment of antibiotic resistance from single cells,https://www.research.ed.ac.uk/en/datasets/stochastic-bacterial-population-dynamics-restrict-the-establishme
17,18,"Data supporting ""Ultraviolet radiation drives emission of climate-relevant gases from marine phytoplankton""",https://www.research.ed.ac.uk/en/datasets/data-supporting-ultraviolet-radiation-drives-emission-of-climate-
18,19,Effective polyploidy causes phenotypic delay and influences bacterial evolvability,https://www.research.ed.ac.uk/en/datasets/effective-polyploidy-causes-phenotypic-delay-and-influences-bacte
19,20,"Circadian Clock Experiments: rhythmic transcriptome of dark-grown, temperature-entrained seedlings",https://www.research.ed.ac.uk/en/datasets/circadian-clock-experiments-rhythmic-transcriptome-of-dark-grown-
20,21,Lagging strand replication shapes the mutational landscape of the genome ﻿,https://www.research.ed.ac.uk/en/datasets/lagging-strand-replication-shapes-the-mutational-landscape-of-the
21,22,"Macro-socioeconomic-energy Model for Technology Pathways, 7see-GB, 2017",https://www.research.ed.ac.uk/en/datasets/macro-socioeconomic-energy-model-for-technology-pathways-7see-gb-
22,23,"Social data on human wildlife conflict in ten rural communities of Marrupa, Northern Mozambique",https://www.research.ed.ac.uk/en/datasets/social-data-on-human-wildlife-conflict-in-ten-rural-communities-o
23,24,Associations between alcohol use and accelerated biological ageing,https://www.research.ed.ac.uk/en/datasets/associations-between-alcohol-use-and-accelerated-biological-agein
24,25,SFARI Genes and where to find them; classification modelling to identify genes associated with Autism Spectrum Disorder from RNA-seq data,https://www.research.ed.ac.uk/en/datasets/sfari-genes-and-where-to-find-them-classification-modelling-to-id
0,1,On the r>h shift in Kiên Giang Khmer: audio recordings,https://www.research.ed.ac.uk/en/datasets/on-the-rh-shift-in-kiên-giang-khmer-audio-recordings
1,2,Phase Transition Framework for Adolescents’ MVC Risk,https://www.research.ed.ac.uk/en/datasets/phase-transition-framework-for-adolescents-mvc-risk
2,3,"Woody biomass maps of Mabalane, Gurue, and Maruppa, Mozambique",https://www.research.ed.ac.uk/en/datasets/woody-biomass-maps-of-mabalane-gurue-and-maruppa-mozambique
3,4,Liquid crystal lasers: overcoming repetition rate limitations,https://www.research.ed.ac.uk/en/datasets/liquid-crystal-lasers-overcoming-repetition-rate-limitations
4,5,TSE Archive data,https://www.research.ed.ac.uk/en/datasets/tse-archive-data
5,6,Time-of-day of blood feeding: effects on mosquito life history and malaria transmission,https://www.research.ed.ac.uk/en/datasets/time-of-day-of-blood-feeding-effects-on-mosquito-life-history-and
6,7,Kallithea virus Isolation,https://www.research.ed.ac.uk/en/datasets/kallithea-virus-isolation
7,8,"Robust Data-driven Macro-socioeconomic-energy Model, 7see-GB ﻿",https://www.research.ed.ac.uk/en/datasets/robust-data-driven-macro-socioeconomic-energy-model-7see-gb
8,9,ASVspoof 2019: The 3rd Automatic Speaker Verification Spoofing and Countermeasures Challenge database,https://www.research.ed.ac.uk/en/datasets/asvspoof-2019-the-3rd-automatic-speaker-verification-spoofing-and
9,10,Do Anti-Corruption Messages Improve Public Service Delivery? Insights from a Lab-in-the-Field Experiment in Burundi,https://www.research.ed.ac.uk/en/datasets/do-anti-corruption-messages-improve-public-service-delivery-insig
10,11,Self-diffusivity of dense confined fluids,https://www.research.ed.ac.uk/en/datasets/self-diffusivity-of-dense-confined-fluids
11,12,A Collection of Dinka Songs,https://www.research.ed.ac.uk/en/datasets/a-collection-of-dinka-songs
12,13,"Matlab codes for ""Amplitude-aware Permutation Entropy: Illustration in Spike Detection and Signal Segmentation""",https://www.research.ed.ac.uk/en/datasets/matlab-codes-for-amplitude-aware-permutation-entropy-illustration-2
13,14,FrancisBoywomoOpiti_Goats2,https://www.research.ed.ac.uk/en/datasets/francisboywomoopitigoats2
14,15,JohnsonOtorKwol_songDrum,https://www.research.ed.ac.uk/en/datasets/johnsonotorkwolsongdrum
15,16,Mozambique travel time to any health facility,https://www.research.ed.ac.uk/en/datasets/mozambique-travel-time-to-any-health-facility
16,17,Zimbabwe friction surface,https://www.research.ed.ac.uk/en/datasets/zimbabwe-friction-surface
17,18,Uganda Travel Time to nearest Level IV health centre Map Output,https://www.research.ed.ac.uk/en/datasets/uganda-travel-time-to-nearest-level-iv-health-centre-map-output
18,19,Zimbabwe Travel Time to nearest hospital Map Output,https://www.research.ed.ac.uk/en/datasets/zimbabwe-travel-time-to-nearest-hospital-map-output
19,20,Uganda Travel Time to nearest Level IV health centre & Hospital Map Output,https://www.research.ed.ac.uk/en/datasets/uganda-travel-time-to-nearest-level-iv-health-centre-hospital-map
20,21,Uganda 20 m cost allocation surfaces for the travel time maps,https://www.research.ed.ac.uk/en/datasets/uganda-20-m-cost-allocation-surfaces-for-the-travel-time-maps
21,22,Tanzania Road Data for Travel Time Maps,https://www.research.ed.ac.uk/en/datasets/tanzania-road-data-for-travel-time-maps
22,23,Tanzania travel time to nearest hospital,https://www.research.ed.ac.uk/en/datasets/tanzania-travel-time-to-nearest-hospital
23,24,Mozambique Road Data for Travel Time Maps,https://www.research.ed.ac.uk/en/datasets/mozambique-road-data-for-travel-time-maps
24,25,JohnOgaacBol_songKwanyirathBol2,https://www.research.ed.ac.uk/en/datasets/johnogaacbolsongkwanyirathbol2
0,1,Data from: Body macronutrient composition is predicted by lipid and not protein content of the diet,https://www.research.ed.ac.uk/en/datasets/data-from-body-macronutrient-composition-is-predicted-by-lipid-an
1,2,JuliaJamesOdhok_songTheFlagIsRaisedHigh,https://www.research.ed.ac.uk/en/datasets/juliajamesodhoksongtheflagisraisedhigh
2,3,JohnOgaacBol_songAwadSongForYolong,https://www.research.ed.ac.uk/en/datasets/johnogaacbolsongawadsongforyolong
3,4,JohnsonOtorKwol_Marriage,https://www.research.ed.ac.uk/en/datasets/johnsonotorkwolmarriage
4,5,TupacLaaWol_songObongiAnyong,https://www.research.ed.ac.uk/en/datasets/tupaclaawolsongobongianyong
5,6,Zimbabwe Travel Time to the nearest health clinic Map Output,https://www.research.ed.ac.uk/en/datasets/zimbabwe-travel-time-to-the-nearest-health-clinic-map-output
6,7,"ATEC manuscript 2 - supporting data: ""Quantifying Uncertainty and Bridging the Scaling Gap in the Retrieval of Leaf Area Index by Coupling Sentinel-2 and UAV Observations""",https://www.research.ed.ac.uk/en/datasets/atec-manuscript-2-supporting-data-quantifying-uncertainty-and-bri
7,8,The potential of eye-tracking as a sensitive measure of behavioural change in response to intervention: processed data set,https://www.research.ed.ac.uk/en/datasets/the-potential-of-eye-tracking-as-a-sensitive-measure-of-behaviour
8,9,Quantitative magnetic resonance imaging predicts individual future liver performance after liver resection for cancer.,https://www.research.ed.ac.uk/en/datasets/quantitative-magnetic-resonance-imaging-predicts-individual-futur
9,10,A four-dimensional computational model of dynamic contrast-enhanced magnetic resonance imaging measurement of subtle blood-brain barrier leakage: source code,https://www.research.ed.ac.uk/en/datasets/a-four-dimensional-computational-model-of-dynamic-contrast-enhanc
10,11,Vibrational coherences in manganese single-molecule magnets after ultrafast photoexcitation,https://www.research.ed.ac.uk/en/datasets/vibrational-coherences-in-manganese-single-molecule-magnets-after
11,12,Development of a Compact Water Activity Sensor System for Planetary Exploration,https://www.research.ed.ac.uk/en/datasets/development-of-a-compact-water-activity-sensor-system-for-planeta
12,13,Chicxulub data,https://www.research.ed.ac.uk/en/datasets/chicxulub-data
13,14,Sequential digestion with Trypsin and Elastase in cross-linking mass spectrometry,https://www.research.ed.ac.uk/en/datasets/sequential-digestion-with-trypsin-and-elastase-in-cross-linking-m
14,15,Survival costs of reproduction are mediated by parasite infection in wild Soay sheep,https://www.research.ed.ac.uk/en/datasets/survival-costs-of-reproduction-are-mediated-by-parasite-infection
15,16,Natural Speech Technology,https://www.research.ed.ac.uk/en/datasets/natural-speech-technology
16,17,"Listening test materials for ""Robust TTS duration modelling using DNNs""",https://www.research.ed.ac.uk/en/datasets/listening-test-materials-for-robust-tts-duration-modelling-using-
17,18,"Experimental data for the article ""Predictable Properties of Fitness Landscapes Induced by Adaptational Tradeoffs""",https://www.research.ed.ac.uk/en/datasets/experimental-data-for-the-article-predictable-properties-of-fitne
18,19,How do high-level youth soccer players approach and solve in-game problems? The role of strategic understanding,https://www.research.ed.ac.uk/en/datasets/how-do-high-level-youth-soccer-players-approach-and-solve-in-game
19,20,The proteomic landscape of centromeric chromatin reveals an essential role for the Ctf19CCAN complex in meiotic kinetochore assembly (2020),https://www.research.ed.ac.uk/en/datasets/the-proteomic-landscape-of-centromeric-chromatin-reveals-an-essen-2
20,21,The emergence of systematic argument distinctions in artificial sign languages (dataset),https://www.research.ed.ac.uk/en/datasets/the-emergence-of-systematic-argument-distinctions-in-artificial-s
21,22,"The emergence of word order conventions: improvisation, interaction and transmission",https://www.research.ed.ac.uk/en/datasets/the-emergence-of-word-order-conventions-improvisation-interaction
22,23,DFE-alpha data tables,https://www.research.ed.ac.uk/en/datasets/dfe-alpha-data-tables
23,24,Evolving artificial sign languages in the lab: from improvised gesture to systematic sign (dataset),https://www.research.ed.ac.uk/en/datasets/evolving-artificial-sign-languages-in-the-lab-from-improvised-ges
24,25,"Listening test materials for ""Deep neural network-guided unit selection synthesis""",https://www.research.ed.ac.uk/en/datasets/listening-test-materials-for-deep-neural-network-guided-unit-sele
0,1,DRL/BlobTools_manuscript,https://www.research.ed.ac.uk/en/datasets/drlblobtoolsmanuscript
1,2,Transcriptome-wide RNA processing kinetics revealed using extremely short 4tU labelling,https://www.research.ed.ac.uk/en/datasets/transcriptome-wide-rna-processing-kinetics-revealed-using-extreme
2,3,"Dataset for ""A Matrix Metalloproteinase Activation Probe for Painting Human Tumours""",https://www.research.ed.ac.uk/en/datasets/dataset-for-a-matrix-metalloproteinase-activation-probe-for-paint
3,4,Power & Performance Simulation Results for Single-Core CPUs,https://www.research.ed.ac.uk/en/datasets/power-performance-simulation-results-for-single-core-cpus
4,5,Multi-method genome and epigenome wide studies of inflammatory protein levels in healthy older adults - Linear Regression EWAS Proteins,https://www.research.ed.ac.uk/en/datasets/multi-method-genome-and-epigenome-wide-studies-of-inflammatory-pr-3
5,6,Multi-method genome and epigenome wide studies of inflammatory protein levels in healthy older adults - BayesR+ EWAS Proteins,https://www.research.ed.ac.uk/en/datasets/multi-method-genome-and-epigenome-wide-studies-of-inflammatory-pr-4
6,7,Multi-method genome and epigenome wide studies of inflammatory protein levels in healthy older adults - OSCA EWAS Proteins,https://www.research.ed.ac.uk/en/datasets/multi-method-genome-and-epigenome-wide-studies-of-inflammatory-pr-2
7,8,Bidirectional transcription initiation marks accessible chromatin and is not specific to enhancers,https://www.research.ed.ac.uk/en/datasets/bidirectional-transcription-initiation-marks-accessible-chromatin
8,9,Genetic and epigenetic architectures of neurological protein biomarkers in the Lothian Birth Cohort 1936 - EWAS,https://www.research.ed.ac.uk/en/datasets/genetic-and-epigenetic-architectures-of-neurological-protein-biom
9,10,University of Edinburgh Musical Instrument Collections,https://www.research.ed.ac.uk/en/datasets/university-of-edinburgh-musical-instrument-collections
10,11,WT1 expression in breast cancer disrupts the epithelial/mesenchymal balance of tumour cells and correlates with the metabolic response to docetaxel,https://www.research.ed.ac.uk/en/datasets/wt1-expression-in-breast-cancer-disrupts-the-epithelialmesenchyma
11,12,"A4A, App for Asthma",https://www.research.ed.ac.uk/en/datasets/a4a-app-for-asthma
12,13,Experimental and simulation study of the high-pressure behavior of squalane and poly-α-olefins,https://www.research.ed.ac.uk/en/datasets/experimental-and-simulation-study-of-the-high-pressure-behavior-o
13,14,Multi-method genome and epigenome wide studies of inflammatory protein levels in healthy older adults - BayesR+ GWAS Proteins,https://www.research.ed.ac.uk/en/datasets/multi-method-genome-and-epigenome-wide-studies-of-inflammatory-pr-5
14,15,EPAD IMI Dataset,https://www.research.ed.ac.uk/en/datasets/epad-imi-dataset
15,16,HemeLB vessel compression simulation data,https://www.research.ed.ac.uk/en/datasets/hemelb-vessel-compression-simulation-data
16,17,Critical mode and band-gap-controlled bipolar thermoelectric properties of SnSe,https://www.research.ed.ac.uk/en/datasets/critical-mode-and-band-gap-controlled-bipolar-thermoelectric-prop
17,18,Mistimed malaria parasites re-synchronise with host feeding-fasting rhythms by shortening their intra-erythrocytic development duration.,https://www.research.ed.ac.uk/en/datasets/mistimed-malaria-parasites-re-synchronise-with-host-feeding-fasti
18,19,"Datasets of journal paper ""Arduino-Based Myoelectric Control: Towards Longitudinal Study of Prosthesis Use""",https://www.research.ed.ac.uk/en/datasets/datasets-of-journal-paper-arduino-based-myoelectric-control-towar
19,20,Variations in tephra stratigraphy created by small-scale surface features in sub-polar landscapes - Dataset from paper,https://www.research.ed.ac.uk/en/datasets/variations-in-tephra-stratigraphy-created-by-small-scale-surface-
20,21,Data reported in Jasmeen Kanwal's PhD Thesis Chapter 3,https://www.research.ed.ac.uk/en/datasets/data-reported-in-jasmeen-kanwals-phd-thesis-chapter-3
21,22,Pervasive lesion segregation shapes cancer genome evolution,https://www.research.ed.ac.uk/en/datasets/pervasive-lesion-segregation-shapes-cancer-genome-evolution
22,23,Structural basis for DNA 3'-end processing by human Tyrosyl-DNA phosphodiesterase 1,https://www.research.ed.ac.uk/en/datasets/structural-basis-for-dna-3-end-processing-by-human-tyrosyl-dna-ph
23,24,Linking particle properties to dense suspension extrusion flow characteristics using discrete element simulations,https://www.research.ed.ac.uk/en/datasets/linking-particle-properties-to-dense-suspension-extrusion-flow-ch
24,25,Disease Spread in Age Structured Populations with Maternal Age Effects,https://www.research.ed.ac.uk/en/datasets/disease-spread-in-age-structured-populations-with-maternal-age-ef
0,1,Changes of Fermi Surface Topology due to the Rhombohedral Distortion in SnTe,https://www.research.ed.ac.uk/en/datasets/changes-of-fermi-surface-topology-due-to-the-rhombohedral-distort
1,2,"The importance of physiological, structural and trait responses to drought stress in driving spatial and temporal variation in GPP across Amazon forests",https://www.research.ed.ac.uk/en/datasets/the-importance-of-physiological-structural-and-trait-responses-to
2,3,Hfq CLASH and TEX processed data,https://www.research.ed.ac.uk/en/datasets/hfq-clash-and-tex-processed-data
3,4,Sequencing of freshly produced RNA following exposure of cells to DNA damage-inducing UV mimetic 4-hydroxyaminoquinolone (4-NQO),https://www.research.ed.ac.uk/en/datasets/sequencing-of-freshly-produced-rna-following-exposure-of-cells-to
4,5,The 2nd Automatic Speaker Verification Spoofing and Countermeasures Challenge (ASVspoof 2017) Database,https://www.research.ed.ac.uk/en/datasets/the-2nd-automatic-speaker-verification-spoofing-and-countermeasur
5,6,A Computer-Based Incentivized Food Basket Choice Tool: Presentation and Evaluation,https://www.research.ed.ac.uk/en/datasets/a-computer-based-incentivized-food-basket-choice-tool-presentatio
6,7,Triangulating Context Lemmas,https://www.research.ed.ac.uk/en/datasets/triangulating-context-lemmas
7,8,"Raw Force-Deformation and Volumetric data for paper ""Elastic Moduli and the Poisson effect""",https://www.research.ed.ac.uk/en/datasets/raw-force-deformation-and-volumetric-data-for-paper-elastic-modul
8,9,"Dataset pertaining to the publication ""Quantitative levels of serum N-glycans in type 1 diabetes and their association with kidney disease""",https://www.research.ed.ac.uk/en/datasets/dataset-pertaining-to-the-publication-quantitative-levels-of-seru
9,10,Human tau increases amyloid beta plaque size but not amyloid beta-mediated synapse loss in a novel mouse model of Alzheimer’s disease: Data set from Jackson et al 2016 EJN,https://www.research.ed.ac.uk/en/datasets/human-tau-increases-amyloid-beta-plaque-size-but-not-amyloid-beta
10,11,"Listening test materials for ""Evaluating comprehension of natural and synthetic conversational speech""",https://www.research.ed.ac.uk/en/datasets/listening-test-materials-for-evaluating-comprehension-of-natural-
11,12,"STREAMLINE - a visual interview methodology that makes semi-structured interviews, focus groups and stakeholder workshops more fun and accessible",https://www.research.ed.ac.uk/en/datasets/streamline-a-visual-interview-methodology-that-makes-semi-structu
12,13,The human Voice Areas: spatial organisation and inter-individual variability in temporal and extra-temporal cortices. ﻿,https://www.research.ed.ac.uk/en/datasets/the-human-voice-areas-spatial-organisation-and-inter-individual-v
13,14,Analysis of four cortical parcellation protocols,https://www.research.ed.ac.uk/en/datasets/analysis-of-four-cortical-parcellation-protocols
14,15,"Listening test materials for ""Sentence-level control vectors for deep neural network speech synthesis""",https://www.research.ed.ac.uk/en/datasets/listening-test-materials-for-sentence-level-control-vectors-for-d
15,16,Proteomics datasets from Shorrock et al (UBA1/GARS-dependent pathways drive sensory-motor connectivity defects in spinal muscular atrophy),https://www.research.ed.ac.uk/en/datasets/proteomics-datasets-from-shorrock-et-al-uba1gars-dependent-pathwa
16,17,Organometallic neptunium(III) complexes,https://www.research.ed.ac.uk/en/datasets/organometallic-neptuniumiii-complexes
17,18,Morphometric data for Edinburgh_NIH10 dataset - all package runs,https://www.research.ed.ac.uk/en/datasets/morphometric-data-for-edinburghnih10-dataset-all-package-runs
18,19,Experimental Data of a Floating Cylinder in a Wave Tank – Comparison Solid and Water Ballast,https://www.research.ed.ac.uk/en/datasets/experimental-data-of-a-floating-cylinder-in-a-wave-tank-compariso
19,20,Software and data for endoscopic sensing of alveolar pH,https://www.research.ed.ac.uk/en/datasets/software-and-data-for-endoscopic-sensing-of-alveolar-ph
20,21,Summary statistics from epigenome-wide association studies and meta-analysis comparing APOE ε4 and APOE ε2 allele carriers in Generation Scotland,https://www.research.ed.ac.uk/en/datasets/summary-statistics-from-epigenome-wide-association-studies-and-me
21,22,Brain Network Measures and Spatial Lesion Distribution in a Sample of 47 Patients with Systemic Lupus Erythematosus (SLE),https://www.research.ed.ac.uk/en/datasets/brain-network-measures-and-spatial-lesion-distribution-in-a-sampl
22,23,RESTART data request form,https://www.research.ed.ac.uk/en/datasets/restart-data-request-form
23,24,Polymer Ultrapermeability from the Inefficient Packing of 2D Chains.,https://www.research.ed.ac.uk/en/datasets/polymer-ultrapermeability-from-the-inefficient-packing-of-2d-chai
24,25,Software to assess the utility of autofluorescence-based pulmonary optical endomicroscopy to predict the malignant potential of solitary pulmonary nodules in humans,https://www.research.ed.ac.uk/en/datasets/software-to-assess-the-utility-of-autofluorescence-based-pulmonar
0,1,DALEC2,https://www.research.ed.ac.uk/en/datasets/dalec2
1,2,"DNA sequence files used for the MFA analyses for ""Broken replication forks trigger heritable DNA breaks in the terminus of a circular chromosome""",https://www.research.ed.ac.uk/en/datasets/dna-sequence-files-used-for-the-mfa-analyses-for-broken-replicati
2,3,Flow data around three Supergen UKCMER Tidal Turbines in a closely spaced staggered array at FloWave,https://www.research.ed.ac.uk/en/datasets/flow-data-around-three-supergen-ukcmer-tidal-turbines-in-a-closel
3,4,Turbine loading and performance data for three Supergen UKCMER Tidal Turbines in a closely spaced staggered array at FloWave,https://www.research.ed.ac.uk/en/datasets/turbine-loading-and-performance-data-for-three-supergen-ukcmer-ti
4,5,Characterisation of mechanical behaviour of demineralised and deproteinised trabecular bone samples,https://www.research.ed.ac.uk/en/datasets/characterisation-of-mechanical-behaviour-of-demineralised-and-dep
5,6,Source codes of network simulator for testing adaptive centralized random access,https://www.research.ed.ac.uk/en/datasets/source-codes-of-network-simulator-for-testing-adaptive-centralize
6,7,Photometric stereo test data set,https://www.research.ed.ac.uk/en/datasets/photometric-stereo-test-data-set
7,8,Protein genome-wide associations from the paper 'Linking protein to phenotype with Mendelian Randomization detects 38 proteins with causal roles in human diseases and traits'.,https://www.research.ed.ac.uk/en/datasets/protein-genome-wide-associations-from-the-paper-linking-protein-t
8,9,Data from: Quantification and decomposition of environment-selection relationships,https://www.research.ed.ac.uk/en/datasets/data-from-quantification-and-decomposition-of-environment-selecti
9,10,SoSTART trial main results dataset: documentation and request form,https://www.research.ed.ac.uk/en/datasets/sostart-trial-main-results-dataset-documentation-and-request-form
10,11,"Metocean Data Set from the ReDAPT Tidal Project: Batch 1, Part 2",https://www.research.ed.ac.uk/en/datasets/metocean-data-set-from-the-redapt-tidal-project-batch-1-part-2
11,12,Gene expression analysis of E2A forced homodimer overexpression in mouse embryonic stem cells,https://www.research.ed.ac.uk/en/datasets/gene-expression-analysis-of-e2a-forced-homodimer-overexpression-i
12,13,National burden estimates of hospitalisations for acute lower respiratory infections due to respiratory syncytial virus in 2019: the Burden of Influenza and RSV Disease (BIRD) study,https://www.research.ed.ac.uk/en/datasets/national-burden-estimates-of-hospitalisations-for-acute-lower-res
13,14,Fission yeasts CENPA and H3K9me Chip-seq,https://www.research.ed.ac.uk/en/datasets/fission-yeasts-cenpa-and-h3k9me-chip-seq
14,15,A General Workflow for Characterization of Nernstian Dyes and Their Effects on Bacterial Physiology,https://www.research.ed.ac.uk/en/datasets/a-general-workflow-for-characterization-ofnernstian-dyes-and-thei
15,16,Risk factors for RSV associated acute lower respiratory infection poor outcome and mortality in young children,https://www.research.ed.ac.uk/en/datasets/risk-factors-for-rsv-associated-acute-lower-respiratory-infection
16,17,Grid cells are modulated by local head direction,https://www.research.ed.ac.uk/en/datasets/grid-cells-are-modulated-by-local-head-direction
17,18,The Environmental Stratification of Europe,https://www.research.ed.ac.uk/en/datasets/the-environmental-stratification-of-europe
18,19,Data from: Using molecular phylogenies in island biogeography: it’s about time.,https://www.research.ed.ac.uk/en/datasets/data-from-using-molecular-phylogenies-in-island-biogeography-its-
19,20,"CARDAMOM Kenyan C-cycle analysis (0.25 degree, monthly, 2014-2017): Forest and savannah specific",https://www.research.ed.ac.uk/en/datasets/cardamom-kenyan-c-cycle-analysis-025-degree-monthly-2014-2017-for
